Taylor Swift,Travis Kelce Hits Jelly Roll Concert Sans Taylor Swift,https://www.tmz.com/2024/11/14/travis-kelce-hits-jelly-roll-concert-sans-taylor-swift/,Travis Kelcegot out of the house on Wednesday to hit up a concert ... but it was NOT a date night for the NFL star --TMZ Sportshas learnedTaylor Swiftstayed behind.
Taylor Swift,Camila Cabello Announces 'Internet Break' Ahead of Shawn Mendes' New Album Drop,https://www.tmz.com/2024/11/14/camila-cabello-announces-internet-break-ahead-of-shawn-mendes-new-album/,"Camila Cabellois signing off from the internet for a bit ... announcing her decision hours before her ex,Shawn Mendes, is set to release his new album."
Taylor Swift,Pharrell Williams Denies Dissing Taylor Swift's Kamala Harris Endorsement,https://www.tmz.com/2024/11/13/pharrell-williams-denies-dissing-taylor-swift-kamala-harris-endorsement/,Pharrell Williamscriticized music stars on both sides of the aisle campaigning for their presidential picks ahead of the election ... but is flat-out denying he was gunning atTaylor Swift!!!
Taylor Swift,"Dean Cain Glad Taylor Swift Fans Didn't Sway Election, 'Common Sense Prevailed'",https://www.tmz.com/2024/11/12/dean-cain-happy-taylor-swift-fans-didnt-change-election-outcome/,Dean Cainis happyTaylor Swiftfans turned out to not beDonald Trump's kryptonite ... because Taylor's endorsement didn't putKamala Harrisin the White House.
Taylor Swift,FBI Investigating Patrick Mahomes and Travis Kelce Home Burglaries,https://www.tmz.com/2024/11/12/fbi-investigating-patrick-mahomes-travis-kelce-home-burlgary/,The feds are working with local law enforcement agencies to investigate the burglaries at the homes of Kansas City Chiefs starsPatrick MahomesandTravis Kelce... TMZ has learned.
Taylor Swift,Patrick Mahomes & Travis Kelce's Homes Burglarized,https://www.tmz.com/2024/11/12/patrick-mahomes-travis-kelce-homes-burglarized/,"2:50 PM PT-- Sources familiar with the situation tell TMZ ...Travis KelceandTaylor Swiftdidn't take any chances during last month’s break-in at his home. Our sources say Travis and Taylor stayed at a downtown Kansas City hotel on the night of the Oct. 7th burglary, after the Chiefs' ""Monday Night Football"" showdown with the Saints at Arrowhead Stadium. We're told Taylor and Travis's security wasn't playing around after the break-in."
Taylor Swift,"Flavor Flav, Jason Sudeikis Perform Public Enemy Hit at Charity Event, Raise Big Bucks",https://www.tmz.com/2024/11/11/flavor-flav-jason-sudeikis-bring-the-noise-thundergong-kansas-city/,"Jason Sudeikislived out his childhood fantasy (we suspect) this past weekend ... the ""Ted Lasso"" star dreamed he wasChuck D-- and woke up in real life performing withFlavor Flavvvvv!!!"
Taylor Swift,Beyoncé's Career to Be Studied in New Yale University Course,https://www.tmz.com/2024/11/11/beyonce-career-to-be-studied-new-yale-university-course/,Beyoncéwill have Ivy League students saying her name next semester ... the chart topper's history-making career will be studied at Yale University in 2025.
Taylor Swift,Taylor Swift Comes to Paparazzi's Defense against Security at Chiefs Game,https://www.tmz.com/2024/11/11/taylor-swift-travis-kelce-arrowhead-kansas/,"Taylor Swiftgave security at Arrowhead Stadium a crash course in good manners on Sunday, telling one guard to speak a little nicer to the paparazzi."
Taylor Swift,"Shawn Mendes, Rita Ora & More Attend 2024 MTV European Music Awards",https://www.tmz.com/2024/11/10/mtv-european-music-awards-2024-shawn-mendes-rita-ora/,America isn't the only place that loves a good award ceremony ... Europe clearly enjoys one too -- 'cause they brought out some big stars for the MTV European Music Awards.
Kanye West,"Kanye West's Ex-Employee Sues Him for Flaunting Sex With Bianca, Nazi Gear",https://www.tmz.com/2024/11/14/kanye-west-sued-by-former-employee-murphy-aficionado-hostile-work-environment/,"One ofKanye West's ex-employees is lashing out at his former boss, accusing him in a new lawsuit of antisemitism and lewd conduct withBianca Censori... during what were supposed to be work meetings."
Kanye West,Kim Kardashian Says She's Raising 4 Kids by Herself After Kanye Divorce,https://www.tmz.com/2024/11/14/kim-kardashian-raising-kids-by-herself-after-kanye-west-divorce/,"Kim Kardashian’s getting real about raising her brood post-divorce fromKanye-- hinting that he's basically MIA in her life, and it’s her holding it down solo with the kiddos."
Kanye West,Bianca Censori Visits Disneyland With Friends,https://www.tmz.com/2024/11/13/bianca-censori-disneyland-without-kanye-west/,Bianca Censoriis getting in touch with her inner child ... hitting up the Happiest Place on Earth with a couple of her pals.
Kanye West,"Kanye, Ty Dolla Sign Sued for Copyright Infringement Over Vultures I Track",https://www.tmz.com/2024/11/13/kanye-ty-dolla-sign-sued-copyright-infringement-vultures-1-fuk-sumn-kilo-g/,"Kanye WestandTy Dolla Signmaybe got snubbed for aBest Rap Album Grammyfor their ""Vultures 1"" ... but one group of Memphis rappers is claiming the dynamic duo snubbed them on credit that helped the finished product!!!"
Kanye West,Bianca Censori's Sexy Shopping Spree,https://www.tmz.com/2024/11/12/bianca-censori-sexy-shopping-spree/,Bianca Censorionly knows how to shop one way ... by looking super sexy.
Kanye West,"Consequence, Chuck D Blast America's Treatment of Black People in New Collab",https://www.tmz.com/2024/11/07/consequence-chuck-d-collab-what-has-america-done-video-treatment-of-black-people/,ConsequenceandChuck Dare fired up this post-election after the poll results didn't go in their favor and firing at America with a lyrical blast about the treatment of its Black citizens!!!
